Species,S13-1-3,S4-1-2,S8-1-3,S11-1-3,S15-1-2,S6-1-1,S16-1-1,S16-1-2,S2-1-2,S8-1-2,S3-1-1,S3-1-2,S3-1-3,S1-1-3,S11-1-2,S5-1-1,S5-1-2,S2-1-1,S4-1-1,S13-1-2,S7-1-1,S1-1-1,S15-1-1,S9-1-1,S9-1-2,S9-1-3,S11-1-1,S8-1-1,S14-1-1,S2-1-3,S5-1-3,S13-1-1,S10-1-2,S10-1-3,S4-1-3,S1-1-2,S12-1-1,S12-1-2,S12-1-3,S15-1-3,S6-1-2,S6-1-3,S14-1-2,S14-1-3,S10-1-1,S16-1-3,S7-1-3,S7-1-2,S14-10-3,S5-10-3,S8-10-3,S16-10-2,S1-10-1,S9-10-2,S14-10-2,S3-10-2,S3-10-3,S11-10-1,S9-10-3,S11-10-3,S5-10-2,S7-10-2,S11-10-2,S16-10-1,S13-10-3,S15-10-3,S1-10-2,S1-10-3,S15-10-2,S2-10-3,S6-10-3,S2-10-1,S2-10-2,S4-10-2,S4-10-3,S10-10-1,S4-10-1,S6-10-1,S6-10-2,S9-10-1,S15-10-1,S8-10-2,S5-10-1,S12-10-3,S8-10-1,S13-10-1,S13-10-2,S7-10-1,S16-10-3,S7-10-3,S3-10-1,S12-10-2,S10-10-3,S14-10-1,S10-10-2,S12-10-1,S8-11-3,S2-11-1,S14-11-1,S3-11-1,S3-11-2,S9-11-2,S11-11-2,S2-11-2,S11-11-1,S13-11-1,S16-11-1,S8-11-2,S1-11-1,S1-11-2,S15-11-1,S9-11-3,S8-11-1,S15-11-3,S3-11-3,S12-11-3,S14-11-2,S14-11-3,S10-11-1,S10-11-2,S7-11-1,S7-11-2,S9-11-1,S12-11-1,S12-11-2,S15-11-2,S6-11-3,S6-11-2,S5-11-3,S7-11-3,S11-11-3,S5-11-2,S16-11-3,S5-11-1,S13-11-2,S16-11-2,S2-11-3,S4-11-2,S1-11-3,S6-11-1,S13-11-3,S4-11-3,S4-11-1,S10-11-3,S6-12-3,S8-12-1,S14-12-2,S3-12-2,S9-12-3,S16-12-1,S11-12-3,S8-12-2,S1-12-1,S6-12-2,S7-12-1,S7-12-3,S15-12-3,S14-12-1,S1-12-3,S15-12-2,S14-12-3,S6-12-1,S2-12-1,S2-12-2,S4-12-2,S9-12-1,S9-12-2,S4-12-1,S12-12-2,S12-12-3,S8-12-3,S15-12-1,S11-12-2,S5-12-1,S5-12-2,S11-12-1,S13-12-1,S13-12-2,S16-12-2,S16-12-3,S12-12-1,S3-12-1,S10-12-2,S13-12-3,S5-12-3,S3-12-3,S4-12-3,S10-12-3,S10-12-1,S2-12-3,S1-12-2,S6-13-1,S8-13-3,S6-13-2,S1-13-1,S9-13-1,S7-13-1,S9-13-3,S8-13-2,S15-13-2,S9-13-2,S3-13-3,S8-13-1,S14-13-2,S15-13-3,S10-13-1,S7-13-2,S7-13-3,S4-13-3,S16-13-2,S16-13-3,S15-13-1,S6-13-3,S12-13-3,S14-13-3,S14-13-1,S5-13-1,S5-13-2,S13-13-3,S5-13-3,S4-13-2,S16-13-1,S3-13-2,S10-13-3,S12-13-1,S1-13-3,S2-13-2,S12-13-2,S11-13-1,S2-13-1,S13-13-2,S11-13-2,S2-13-3,S13-13-1,S1-13-2,S4-13-1,S10-13-2,S11-13-3,S3-13-1,S8-14-1,S14-14-1,S7-14-3,S8-14-2,S4-14-2,S5-14-1,S6-14-3,S14-14-2,S6-14-2,S7-14-2,S2-14-1,S10-14-2,S9-14-1,S9-14-3,S10-14-1,S12-14-1,S12-14-2,S8-14-3,S6-14-1,S11-14-1,S11-14-2,S5-14-2,S4-14-1,S14-14-3,S13-14-1,S4-14-3,S9-14-2,S1-14-1,S1-14-2,S3-14-1,S15-14-1,S12-14-3,S15-14-3,S16-14-2,S13-14-2,S5-14-3,S7-14-1,S3-14-3,S16-14-3,S2-14-2,S13-14-3,S2-14-3,S1-14-3,S15-14-2,S10-14-3,S11-14-3,S3-14-2,S16-14-1,S7-15-1,S6-15-1,S12-15-3,S15-15-2,S14-15-2,S8-15-2,S8-15-3,S2-15-3,S10-15-3,S14-15-1,S15-15-1,S9-15-1,S12-15-2,S3-15-3,S2-15-2,S6-15-3,S5-15-2,S5-15-3,S7-15-3,S5-15-1,S4-15-3,S16-15-1,S9-15-2,S4-15-2,S3-15-1,S3-15-2,S1-15-3,S8-15-1,S2-15-1,S11-15-1,S11-15-2,S11-15-3,S7-15-2,S13-15-1,S13-15-2,S10-15-2,S6-15-2,S1-15-1,S12-15-1,S1-15-2,S16-15-3,S4-15-1,S15-15-3,S14-15-3,S9-15-3,S10-15-1,S16-15-2,S13-15-3,S6-16-3,S5-16-1,S8-16-2,S4-16-2,S4-16-1,S6-16-2,S12-16-1,S8-16-1,S9-16-3,S12-16-3,S11-16-1,S2-16-1,S15-16-3,S14-16-2,S10-16-1,S8-16-3,S14-16-1,S6-16-1,S1-16-1,S3-16-1,S15-16-2,S12-16-2,S3-16-3,S1-16-3,S5-16-2,S5-16-3,S7-16-1,S7-16-2,S9-16-1,S9-16-2,S13-16-2,S13-16-3,S16-16-3,S2-16-2,S15-16-1,S1-16-2,S11-16-3,S4-16-3,S2-16-3,S11-16-2,S10-16-3,S16-16-2,S13-16-1,S10-16-2,S16-16-1,S3-16-2,S14-16-3,S7-16-3,S6-17-1,S10-17-2,S9-17-1,S12-17-1,S8-17-2,S8-17-1,S2-17-3,S8-17-3,S15-17-1,S2-17-2,S4-17-3,S16-17-1,S2-17-1,S13-17-3,S3-17-1,S3-17-2,S10-17-3,S12-17-2,S12-17-3,S5-17-2,S3-17-3,S7-17-1,S7-17-2,S7-17-3,S13-17-1,S9-17-2,S6-17-2,S13-17-2,S6-17-3,S15-17-2,S15-17-3,S4-17-1,S5-17-1,S11-17-1,S14-17-1,S9-17-3,S4-17-2,S10-17-1,S1-17-2,S1-17-3,S16-17-2,S1-17-1,S16-17-3,S5-17-3,S14-17-2,S14-17-3,S11-17-3,S11-17-2,S15-18-1,S8-18-1,S4-18-1,S14-18-2,S4-18-2,S15-18-2,S2-18-1,S6-18-1,S6-18-2,S9-18-2,S14-18-1,S15-18-3,S12-18-1,S3-18-1,S8-18-2,S5-18-3,S7-18-1,S7-18-2,S9-18-1,S13-18-2,S10-18-1,S13-18-3,S9-18-3,S6-18-3,S3-18-2,S3-18-3,S8-18-3,S2-18-2,S2-18-3,S11-18-1,S11-18-2,S4-18-3,S13-18-1,S16-18-1,S10-18-2,S10-18-3,S12-18-3,S5-18-2,S1-18-1,S1-18-3,S11-18-3,S7-18-3,S14-18-3,S16-18-2,S16-18-3,S5-18-1,S12-18-2,S1-18-2,S2-19-2,S9-19-2,S2-19-1,S15-19-1,S9-19-1,S16-19-1,S7-19-2,S8-19-3,S12-19-3,S2-19-3,S6-19-1,S7-19-1,S11-19-3,S7-19-3,S8-19-2,S13-19-2,S9-19-3,S6-19-2,S13-19-1,S15-19-2,S15-19-3,S12-19-2,S5-19-1,S5-19-2,S14-19-1,S4-19-1,S4-19-2,S4-19-3,S8-19-1,S13-19-3,S16-19-2,S3-19-1,S1-19-3,S12-19-1,S1-19-2,S14-19-3,S10-19-2,S5-19-3,S14-19-2,S1-19-1,S11-19-2,S3-19-2,S10-19-1,S11-19-1,S16-19-3,S3-19-3,S6-19-3,S10-19-3,S4-2-1,S14-2-1,S14-2-2,S15-2-2,S8-2-1,S2-2-1,S12-2-1,S9-2-1,S7-2-3,S5-2-3,S11-2-2,S7-2-1,S9-2-3,S15-2-1,S15-2-3,S3-2-3,S8-2-2,S2-2-2,S2-2-3,S11-2-1,S13-2-3,S7-2-2,S13-2-2,S16-2-1,S3-2-2,S9-2-2,S6-2-2,S6-2-3,S1-2-3,S1-2-2,S8-2-3,S5-2-2,S4-2-3,S16-2-2,S4-2-2,S13-2-1,S10-2-3,S16-2-3,S6-2-1,S3-2-1,S12-2-3,S1-2-1,S5-2-1,S14-2-3,S11-2-3,S10-2-2,S10-2-1,S12-2-2,S8-20-3,S9-20-3,S5-20-1,S2-20-1,S11-20-3,S7-20-1,S9-20-2,S15-20-1,S2-20-2,S9-20-1,S8-20-2,S12-20-2,S12-20-3,S8-20-1,S5-20-3,S4-20-1,S7-20-2,S5-20-2,S7-20-3,S13-20-3,S6-20-1,S3-20-1,S15-20-2,S15-20-3,S1-20-2,S1-20-3,S2-20-3,S14-20-1,S14-20-2,S14-20-3,S13-20-1,S16-20-1,S10-20-1,S16-20-2,S10-20-2,S3-20-2,S6-20-3,S12-20-1,S1-20-1,S16-20-3,S11-20-1,S11-20-2,S3-20-3,S4-20-2,S13-20-2,S4-20-3,S10-20-3,S6-20-2,S3-21-3,S5-21-2,S5-21-1,S9-21-3,S15-21-2,S15-21-3,S7-21-2,S2-21-2,S2-21-3,S5-21-3,S2-21-1,S7-21-1,S7-21-3,S13-21-2,S13-21-3,S9-21-2,S15-21-1,S6-21-2,S6-21-3,S8-21-1,S8-21-2,S8-21-3,S14-21-1,S14-21-2,S4-21-1,S13-21-1,S16-21-1,S16-21-2,S9-21-1,S6-21-1,S3-21-2,S1-21-1,S1-21-2,S1-21-3,S12-21-3,S11-21-1,S11-21-2,S11-21-3,S14-21-3,S4-21-2,S4-21-3,S10-21-1,S10-21-2,S10-21-3,S3-21-1,S12-21-1,S12-21-2,S16-21-3,S7-3-3,S8-3-1,S2-3-1,S3-3-2,S15-3-3,S5-3-3,S7-3-1,S5-3-1,S5-3-2,S4-3-3,S9-3-1,S15-3-1,S15-3-2,S6-3-2,S3-3-3,S8-3-2,S2-3-2,S8-3-3,S14-3-2,S14-3-3,S13-3-1,S7-3-2,S16-3-2,S16-3-3,S10-3-2,S3-3-1,S1-3-1,S9-3-3,S1-3-3,S12-3-3,S11-3-1,S11-3-2,S11-3-3,S6-3-3,S4-3-1,S13-3-2,S13-3-3,S10-3-1,S10-3-3,S9-3-2,S12-3-1,S14-3-1,S12-3-2,S2-3-3,S16-3-1,S1-3-2,S4-3-2,S6-3-1,S9-4-3,S5-4-2,S5-4-1,S2-4-2,S7-4-2,S16-4-1,S7-4-1,S3-4-2,S6-4-2,S2-4-1,S8-4-1,S8-4-2,S8-4-3,S15-4-1,S14-4-3,S5-4-3,S13-4-1,S13-4-2,S16-4-2,S9-4-1,S9-4-2,S1-4-1,S1-4-2,S3-4-3,S6-4-3,S11-4-1,S11-4-2,S11-4-3,S7-4-3,S4-4-1,S4-4-2,S13-4-3,S15-4-3,S3-4-1,S6-4-1,S15-4-2,S2-4-3,S1-4-3,S12-4-3,S14-4-1,S10-4-1,S4-4-3,S16-4-3,S10-4-3,S12-4-1,S12-4-2,S10-4-2,S14-4-2,S8-5-3,S8-5-2,S3-5-1,S14-5-3,S15-5-3,S2-5-1,S8-5-1,S15-5-2,S14-5-2,S5-5-2,S5-5-3,S14-5-1,S13-5-3,S16-5-2,S16-5-3,S15-5-1,S6-5-1,S3-5-2,S3-5-3,S6-5-3,S11-5-1,S5-5-1,S2-5-3,S11-5-3,S13-5-2,S16-5-1,S7-5-2,S4-5-3,S10-5-3,S1-5-1,S9-5-2,S9-5-3,S1-5-3,S12-5-3,S2-5-2,S11-5-2,S10-5-1,S13-5-1,S7-5-1,S4-5-2,S6-5-2,S10-5-2,S9-5-1,S12-5-1,S4-5-1,S12-5-2,S1-5-2,S9-6-2,S6-6-1,S8-6-2,S11-6-1,S14-6-1,S8-6-1,S2-6-1,S7-6-2,S13-6-1,S16-6-1,S7-6-1,S3-6-1,S12-6-1,S1-6-2,S6-6-2,S6-6-3,S3-6-3,S11-6-2,S8-6-3,S14-6-3,S5-6-3,S4-6-1,S13-6-2,S13-6-3,S9-6-1,S1-6-1,S15-6-1,S15-6-2,S15-6-3,S9-6-3,S16-6-3,S11-6-3,S5-6-2,S2-6-3,S1-6-3,S10-6-1,S4-6-2,S16-6-2,S7-6-3,S10-6-3,S12-6-2,S12-6-3,S3-6-2,S4-6-3,S14-6-2,S5-6-1,S10-6-2,S2-6-2,S6-7-2,S14-7-2,S5-7-2,S15-7-2,S4-7-2,S16-7-2,S8-7-3,S12-7-2,S3-7-1,S3-7-2,S8-7-2,S14-7-1,S11-7-2,S5-7-1,S2-7-3,S6-7-1,S13-7-2,S16-7-1,S7-7-3,S8-7-1,S15-7-1,S9-7-1,S9-7-2,S13-7-3,S11-7-1,S2-7-1,S2-7-2,S10-7-2,S13-7-1,S7-7-1,S7-7-2,S1-7-2,S10-7-3,S12-7-1,S1-7-1,S9-7-3,S1-7-3,S12-7-3,S6-7-3,S4-7-1,S10-7-1,S11-7-3,S14-7-3,S3-7-3,S16-7-3,S4-7-3,S5-7-3,S15-7-3,S5-8-1,S8-8-1,S3-8-1,S1-8-1,S4-8-1,S14-8-1,S2-8-1,S11-8-1,S9-8-1,S10-8-1,S15-8-1,S7-8-1,S6-8-1,S12-8-1,S13-8-1,S8-9-3,S6-9-2,S4-9-2,S11-9-3,S13-9-3,S15-9-3,S6-9-1,S13-9-2,S15-9-2,S2-9-3,S4-9-1,S1-9-3,S2-9-2,S10-9-3,S4-9-3,S13-9-1,S10-9-2,S12-9-2,S12-9-3,S6-9-3,S15-9-1,S14-9-1,S14-9-2,S14-9-3,S8-9-2,S16-9-1,S16-9-2,S16-9-3,S10-9-1,S12-9-1,S3-9-1,S3-9-2,S3-9-3,S8-9-1,S11-9-2,S5-9-1,S5-9-2,S5-9-3,S7-9-1,S7-9-2,S7-9-3,S1-9-1,S1-9-2,S9-9-1,S9-9-2,S9-9-3,S11-9-1,S2-9-1,S1-FBB0,S10-FBB0,S11-FBB0,S12-FBB0,S13-FBB0,S14-FBB0,S15-FBB0,S16-FBB0,S2-FBB0,S3-FBB0,S4-FBB0,S5-FBB0,S6-FBB0,S7-FBB0,S8-FBB0,S9-FBB0,S1-FBB16,S10-FBB16,S11-FBB16,S12-FBB16,S13-FBB16,S14-FBB16,S15-FBB16,S16-FBB16,S2-FBB16,S3-FBB16,S4-FBB16,S5-FBB16,S6-FBB16,S7-FBB16,S8-FBB16,S9-FBB16
s__Intestinimonas_butyriciproducens,0,0.00073922,5.73E-05,0,0,0.000156826,0.000169506,0,0,0,6.85E-05,0,0,0.000147091,5.54E-05,0.003498542,0.005161181,0,0.000168322,0,0.00075441,0,0,0.000413565,0.000427208,0.000727348,0.000265264,0,0.002282566,0,0.004845291,0.001799501,0,0,0.000470323,0,0,0,0,0,0.000220248,0,0.002566479,0.001398601,0,0,0.000785691,0.000694617,0.001373626,0.002001001,0,0,8.08E-05,0.000135636,0.001064265,0,0,0.00010159,9.04E-05,0.000114936,0.001271213,0.000682507,0,5.22E-05,0,0,0,0,0,0,0,0,0,0.000167266,0.000217691,0,0,0,0,0,0,5.24E-05,0.002052485,0,0,0,0,0.000719263,0,0.000626436,0,5.38E-05,0,0.0009356,0,0.000106803,0,0,0.00147682,0,0,0.000181455,0.000222432,0,0.000187676,0,0,7.59E-05,6.89E-05,0,0,0.000240616,0.000114956,0,4.22E-05,0,0.001109632,0.001096331,0,4.49E-05,0.000965859,0.001588022,0.00030819,0,0,0,0,8.26E-05,0.002368152,0.001935688,0.0001386,0.004617547,0,0.002793085,0,0,0,0.00013725,0,0.000244364,0,8.99E-05,0.000239808,0,0.000149622,0,0.00107611,0,4.64E-05,0,0.00022686,0.000108266,0,0,0.001335638,0.000676047,0,0.001539251,0,0,0.001021376,0,0,0,0.000131952,0,0.0004719,8.69E-05,0,0,0,0,6.37E-05,0.002586539,0.003679477,0.000147261,0,0,0,0.000129542,0,0,0,0,0.002922552,0,7.90E-05,0,0,0,0,0,0,7.16E-05,8.38E-05,0.000232407,0.001447993,0.000332189,0,0,0.000228938,0.000143379,0,0.000920528,0,4.92E-05,0.002216354,0.001502657,0.000327225,0,0,0,0,0,0.001500214,0.000499542,0.002109111,0.004263276,0,0.003619473,0.000234137,0,0,0,5.74E-05,0,0,0,0.000174236,0.000136631,0.000121293,0.00016862,0,0,7.17E-05,0.000331757,0,0.000155909,0.000130404,0,0.001050972,0.000977374,0,7.91E-05,0.001748634,0,0.000388863,0,0.001426177,0,0,0.00031078,4.38E-05,0,0,0,0,0.000141945,0,5.78E-05,0.002455997,0,0.000902256,0.000101482,0.000274254,4.16E-05,0,0,9.15E-05,0,5.96E-05,0,0,0,0.002335842,0.000855158,0,7.45E-05,0,4.09E-05,0,0,0,5.20E-05,9.69E-05,0,0,0.001524765,0,0,0,0.001017294,0,0,0,0,0.000804741,0,0.00043611,5.39E-05,6.68E-05,0,0,0.003530824,0.003295255,0.001382386,0.00367269,0.000152138,0,0.00030369,0.000514051,6.24E-05,6.92E-05,8.10E-05,0,0,0.000167701,8.26E-05,0.000124177,0.001637155,0,0,0.000217099,0,0,5.69E-05,0,0,0.000147885,0,0.000329056,0.000457902,0,0.000280426,0,0,0.001094558,0,7.25E-05,0.000290803,4.37E-05,0,0,0.000181926,0,0,0,0,0.001068288,0,0,0.001001941,0,0,6.29E-05,0,0,0,0,0.000899903,0.001018784,0.000313213,0.000265618,0.000197336,0.000114147,0,0,0,7.39E-05,0,0,0.000105313,0.000222883,0,0.000150527,0,0,0,0,7.23E-05,0.000279271,0.00071135,0.000458467,8.21E-05,0,0.000472181,5.51E-05,0,0.000133197,0,0,0,0.000172364,8.88E-05,7.34E-05,7.25E-05,0,0.000177305,0.000656437,0,0,8.68E-05,0.005240112,0.000285551,0.001774098,0.001631026,0.00234944,0.000242175,0.000564972,0,0.000105691,0.000138179,0,0,0.000526118,0.006549917,0.000107533,0.013459841,0.001022147,0.0008444,0,0,6.87E-05,0.000138017,0.000140341,0.000121625,0.007092199,0.012707229,0.012110312,5.10E-05,0.000319591,0,0,6.35E-05,0,0,0,0,0,0,0,3.80E-05,0,4.67E-05,0,0,0,0.000111936,0.000199378,0.000284927,4.59E-05,0,0,0,0,0,0,0,0,6.12E-05,0,0,0,0,0,0,0,0,0.000280112,0,0,0,0.000161249,0.000150551,0,0,0.000195516,0,0,0,5.56E-05,0,0,0.000101667,0,0.000613455,0,0,0,0,0.00066302,8.96E-05,0.000677102,0,0,0.000103391,7.11E-05,0,0,0,0,0.000599281,0.000867998,0.001132126,7.33E-05,0,0.000342642,0.000137024,8.69E-05,0,0,0,0,0,0.001409491,0,0.001686235,0.00102424,0,0,0,0,0,0,0,0,0,0.000249958,0.000308404,0.001240054,0,0,0,0.000191883,0.000114188,0.000281781,0.002414518,5.98E-05,0.000484262,4.33E-05,0,0,0,0,0,0,0,0,0,4.97E-05,0,0,0,0,0,0,0,0,0.001562218,0,0,8.83E-05,0,0,0,0,0,0,0,0.001953408,0.000806747,5.10E-05,0,0,0,0,4.75E-05,0.001562744,0,5.93E-05,0.00116964,0,0,0,0,0,0,0,0,0.000912756,0.000267189,0.000289631,0.001737571,0.000397913,0,0,0,0,0,0,0,0,0,0.000255754,0.000284927,0,0,0,0,0,8.10E-05,0,0,6.91E-05,0,0.000141253,0,6.75E-05,0,7.03E-05,9.42E-05,0,0,4.85E-05,0.000632111,0.002086559,0.000158722,0,0,0.001131389,0,0.000250094,0.002082332,0,0.000986066,0.001014288,0.000134662,0,0.000189134,0,0,0,0,0,0,0.000482359,0.000560381,0.000220897,0,7.38E-05,0,0.00022779,0,6.94E-05,0,0,0,0,0,5.32E-05,4.28E-05,0.000892459,7.96E-05,0.000298924,0,0,0,0,0,0.000111913,0,0.000123793,0,0,0,0,7.86E-05,0.000215878,0.000166903,0.000457317,0,0,0,0,0,0,0,0,0,0,0.000141213,0,0.000243605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04E-05,0,0,0,0,0,0,0,0.000418031,0.000224417,0,0.000177809,0,4.50E-05,0,0,0,0,0,6.03E-05,0,0.000210512,0.000332474,0,0,0,0,0,0,0,0,0,6.56E-05,4.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.98E-05,0,0,0,0,0,0,0,0.000316281,0,4.14E-05,6.70E-05,0.002718912,0,0,4.86E-05,0,0.000710379,0.002591266,0.002930348,0.001608806,0,0,0,0,0,0,8.31E-05,0,0,0.002342131,0,0.000246518,0,0,0.000532544,8.23E-05,0,0,0.000349834,0.000105169,7.51E-05,0,7.47E-05,4.88E-05,0,0,0.000402394,0,0,0,0.000150255,9.16E-05,7.70E-05,0,0,0.001034483,0,0.00014159,0,0.001364373,0,0,0.000157319,8.80E-05,6.54E-05,4.55E-05,0,0,0,0,4.81E-05,0,4.34E-05,0,0.000676224,0.001049465,0,4.93E-05,9.47E-05,0.000583616,0,0,0,0,0.00062709,0,4.65E-05,0.001233941,0.000138639,0,0,0,0,0,0,0,0,0,0,0.000726656,0.00148524,4.73E-05,0,0.000231223,0.001678028,0.001928417,0,0,0,5.38E-05,0,6.73E-05,0,0,0.001614466,0,0.001483191,0,0,0,0,0.000314084,0,0,0,0,0,0.000115774,0,0,0,5.44E-05,0.000416976,0.000527065,7.41E-05,0,0,0,0.000112518,0,0,4.75E-05,0,0,0,0.00181188,0.000169338,0,7.29E-05,0.000904903,0,0.002314815,0,0,0,0.000152858,0.002348228,0,0,0.00035824,0,0,0.000513306,0,5.01E-05,0,0,0,7.18E-05,0.000208377,0,0,0,5.56E-05,0,0,0.000226757,0,0,0,0,0,0,0,0,0,0,0.00264468,0.003079234,0.002599879,0,0,0,0,0,0,0,0,0,0,9.95E-05,0.004178696,0.003726394,0.004650527,0.000462768,0.00038221,0.000783214,0,0,0.000166639,0.00023146,5.34E-05,0,0,5.55E-05,0,0.000322848,0,0,0.00071048,0,0,0,0,0.000322352,0.002341738,0,0.000917391,0,0.000195932,7.18E-05,0,0.000618557,0,6.04E-05,0.001303902,0,0,0,0.000271542,0.000141703,0.003434265,0.000134834,0.001321877,0,0.000306905
s__Flavonifractor_plautii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110724,0.000680272,0.001015314,0,0,0,0.000232126,8.23E-05,0,5.91E-05,0,5.20E-05,0,0,0,0,0.000255015,0,0,0,0,0,0,0,0,0,0,6.86E-05,0,0,0,0,0.000277303,0.000248077,0,0.00083375,0,0,0.000161525,0,0,0,0,0,0,0,0.001398335,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001979182,0.000111869,0,0,0,0,0,0.000104406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0,0,0,0,8.40E-05,0,0,0,0,0,0.000139509,0,0.003584229,3.95E-05,0,0.004885231,0,0.003510229,0,0,6.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84E-05,7.33E-05,0,0.000126759,0,0,0.000132266,0,0,6.23E-05,6.75E-05,0,0,0,8.58E-05,0,0,0,0,0,0,0.001155688,0.001839738,0,0,0,0,0,0,0,0,0,0.001948368,0,0,0,0,0,0.000148732,0.00015614,0,0,0,0,8.04E-05,0,0,0,5.72E-05,0,0,0,0,0,9.43E-05,0,0,0,0,0,0,0,0,0,0.003655793,0.003216156,0,0.004283043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000244343,0,0.000158128,0.003861566,0,0,6.61E-05,7.13E-05,0,0,0,0,0,0.000289045,0.000228859,0,7.10E-05,0,0,0.003001774,7.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.003373994,7.13E-05,0,0,0,0,0,7.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28E-05,0.004166372,0.003734622,4.46E-05,0.004554135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001094558,0,0,0,8.73E-05,5.56E-05,0,0,0,0,0,0,0,0,0,6.26E-05,0,7.53E-05,0.000125889,0,0,0,0,0.001315243,0.000891436,0.000134234,0,0,0,0,6.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657057,0,0,0,0,8.88E-05,0.000162681,0,0,5.75E-05,0,0.000146778,0.000145001,0,0,0,0,0.000111229,8.68E-05,0.000933171,0.000142776,0.000318428,4.53E-05,0.000900619,0,0.000169492,0.000219957,0,0.000483626,0,0,0.000225479,0.001585769,0.000215065,0,0.000170358,7.68E-05,5.35E-05,0,0,0,0.000140341,0,0.00080427,0,0.000119904,0.0001531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112045,0,0,0,0,0,0,0,0.000130344,0,0,0,0,0,0,0,0,0,3.99E-05,0,0,0,0,0,3.98E-05,0,0,0,7.11E-05,0,0,0,0,0.001464909,0.000801229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001623782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05E-05,0.001246203,0.000119567,0,4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000781109,0,0,0,0,0,0,0,0,0,0,0.000723484,0,0,0,0,0,0,0,0.001484607,0.00012279,5.93E-05,4.18E-05,0,0,0,7.99E-05,0,0,5.82E-05,0,0.001064882,0,9.65E-05,0.001008912,4.42E-05,0,0,0,0,0,0,8.05E-05,0.000142562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61E-05,0,0,0,0,0,0.000553097,0.0008077,0,0,0,4.92E-05,0,0,0.000800897,0,4.29E-05,8.82E-05,0,0,4.73E-05,0,0,0,0,0,0,0.000206725,0,0,0,0,0,0,0,0,0,0,0,6.34E-05,0,0,0,0,0,0,0,0,0,0.000144207,0,0.000111913,0,0,0,0,0,0,0.000550358,0,8.35E-05,0.000304878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076639,7.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000664949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001219419,0.001653017,0,0,0,0,0,0,0,0,0,0,0.000990902,0,0,0,0,0.000177515,8.23E-05,0,7.72E-05,4.37E-05,0,0,0,0,0,0,0,0.000150898,0,0,0,0,0.00013747,0,0,0.000147809,0.000114943,0.000215455,0,0.000154281,0,0,7.21E-05,7.87E-05,0,0,0.000682376,0,0,0,0.000229358,4.81E-05,0,0,0,0,0.001819072,0,0,0,0,0,0,0,0,0,0,0,0.002250127,0,0,0,0,0,0.000784118,0,0.000222432,0,0,0,0,0.003032366,0,0,0.000192686,0,0.001079914,0,0,0,0,0,0,0,0,0,0,0.000659196,0,0.000116203,0,0,4.49E-05,4.47E-05,0,0,0,0,0,0,0,0,0,9.27E-05,0.000105413,0,0,0,0,5.63E-05,0,5.21E-05,0,0,4.65E-05,0,0,0,0,0,0.000658111,0,0.001028807,0,5.69E-05,0,0.000152858,0,0,0,0,0,0,0.000118455,0.000191388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126941,0,0.000242763,0,0,0,0,0,0,0,0,8.00E-05,0,0,0,0,0,0,0.00144355,0.001326344,0.001641362,0.000210349,0.000243224,0.000247331,0,8.58E-05,8.33E-05,0,5.34E-05,9.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00187339,0,0.000131056,0,0,0,6.31E-05,0.000103093,0,0,9.31E-05,0,0,0,0,7.09E-05,0.004111444,6.74E-05,0,0,0.000255754
